ID	Remark	Probability	ItemID	NumMin	NumMax	TimeLimit
321102	1级白色战士掉落装备	1428	1120111	1	1	1
321103	1级白色战士掉落装备	1666	1130111	1	1	1
321104	1级白色战士掉落装备	2000	1140111	1	1	1
321105	1级白色战士掉落装备	2500	1150111	1	1	1
321106	1级白色战士掉落装备	3333	1160111	1	1	1
321107	1级白色战士掉落装备	5000	1170111	1	1	1
321108	1级白色战士掉落装备	10000	1180111	1	1	1
321111	1级白色法师掉落装备	1250	2110111	1	1	1
321112	1级白色法师掉落装备	1428	2120111	1	1	1
321113	1级白色法师掉落装备	1666	2130111	1	1	1
321114	1级白色法师掉落装备	2000	2140111	1	1	1
321115	1级白色法师掉落装备	2500	2150111	1	1	1
321116	1级白色法师掉落装备	3333	2160111	1	1	1
321117	1级白色法师掉落装备	5000	2170111	1	1	1
321118	1级白色法师掉落装备	10000	2180111	1	1	1
321121	1级白色射手掉落装备	1250	3110111	1	1	1
321122	1级白色射手掉落装备	1428	3120111	1	1	1
321123	1级白色射手掉落装备	1666	3130111	1	1	1
321124	1级白色射手掉落装备	2000	3140111	1	1	1
321125	1级白色射手掉落装备	2500	3150111	1	1	1
321126	1级白色射手掉落装备	3333	3160111	1	1	1
321127	1级白色射手掉落装备	5000	3170111	1	1	1
321128	1级白色射手掉落装备	10000	3180111	1	1	1
321131	1级白色刺客掉落装备	1250	4110111	1	1	1
321132	1级白色刺客掉落装备	1428	4120111	1	1	1
321133	1级白色刺客掉落装备	1666	4130111	1	1	1
321134	1级白色刺客掉落装备	2000	4140111	1	1	1
321135	1级白色刺客掉落装备	2500	4150111	1	1	1
321136	1级白色刺客掉落装备	3333	4160111	1	1	1
321137	1级白色刺客掉落装备	5000	4170111	1	1	1
321138	1级白色刺客掉落装备	10000	4180111	1	1	1
322101	10级绿色战士掉落装备	1250	1110112	1	1	1
322102	10级绿色战士掉落装备	1428	1120112	1	1	1
322103	10级绿色战士掉落装备	1666	1130112	1	1	1
322104	10级绿色战士掉落装备	2000	1140112	1	1	1
322105	10级绿色战士掉落装备	2500	1150112	1	1	1
322106	10级绿色战士掉落装备	3333	1160112	1	1	1
322107	10级绿色战士掉落装备	5000	1170112	1	1	1
322108	10级绿色战士掉落装备	10000	1180112	1	1	1
322111	10级绿色法师掉落装备	1250	2110112	1	1	1
322112	10级绿色法师掉落装备	1428	2120112	1	1	1
322113	10级绿色法师掉落装备	1666	2130112	1	1	1
322114	10级绿色法师掉落装备	2000	2140112	1	1	1
322115	10级绿色法师掉落装备	2500	2150112	1	1	1
322116	10级绿色法师掉落装备	3333	2160112	1	1	1
322117	10级绿色法师掉落装备	5000	2170112	1	1	1
322118	10级绿色法师掉落装备	10000	2180112	1	1	1
322121	10级绿色射手掉落装备	1250	3110112	1	1	1
322122	10级绿色射手掉落装备	1428	3120112	1	1	1
322123	10级绿色射手掉落装备	1666	3130112	1	1	1
322124	10级绿色射手掉落装备	2000	3140112	1	1	1
322125	10级绿色射手掉落装备	2500	3150112	1	1	1
322126	10级绿色射手掉落装备	3333	3160112	1	1	1
322127	10级绿色射手掉落装备	5000	3170112	1	1	1
322128	10级绿色射手掉落装备	10000	3180112	1	1	1
322131	10级绿色刺客掉落装备	1250	4110112	1	1	1
322132	10级绿色刺客掉落装备	1428	4120112	1	1	1
322133	10级绿色刺客掉落装备	1666	4130112	1	1	1
322134	10级绿色刺客掉落装备	2000	4140112	1	1	1
322135	10级绿色刺客掉落装备	2500	4150112	1	1	1
322136	10级绿色刺客掉落装备	3333	4160112	1	1	1
322137	10级绿色刺客掉落装备	5000	4170112	1	1	1
322138	10级绿色刺客掉落装备	10000	4180112	1	1	1
322301	20级蓝色战士掉落装备	1250	1110113	1	1	1
322302	20级蓝色战士掉落装备	1428	1120113	1	1	1
322303	20级蓝色战士掉落装备	1666	1130113	1	1	1
322304	20级蓝色战士掉落装备	2000	1140113	1	1	1
322305	20级蓝色战士掉落装备	2500	1150113	1	1	1
322306	20级蓝色战士掉落装备	3333	1160113	1	1	1
322307	20级蓝色战士掉落装备	5000	1170113	1	1	1
322308	20级蓝色战士掉落装备	10000	1180113	1	1	1
322311	20级蓝色法师掉落装备	1250	2110113	1	1	1
322312	20级蓝色法师掉落装备	1428	2120113	1	1	1
322313	20级蓝色法师掉落装备	1666	2130113	1	1	1
322314	20级蓝色法师掉落装备	2000	2140113	1	1	1
322315	20级蓝色法师掉落装备	2500	2150113	1	1	1
322316	20级蓝色法师掉落装备	3333	2160113	1	1	1
322317	20级蓝色法师掉落装备	5000	2170113	1	1	1
322318	20级蓝色法师掉落装备	10000	2180113	1	1	1
322321	20级蓝色射手掉落装备	1250	3110113	1	1	1
322322	20级蓝色射手掉落装备	1428	3120113	1	1	1
322323	20级蓝色射手掉落装备	1666	3130113	1	1	1
322324	20级蓝色射手掉落装备	2000	3140113	1	1	1
322325	20级蓝色射手掉落装备	2500	3150113	1	1	1
322326	20级蓝色射手掉落装备	3333	3160113	1	1	1
322327	20级蓝色射手掉落装备	5000	3170113	1	1	1
322328	20级蓝色射手掉落装备	10000	3180113	1	1	1
322331	20级蓝色刺客掉落装备	1250	4110113	1	1	1
322332	20级蓝色刺客掉落装备	1428	4120113	1	1	1
322333	20级蓝色刺客掉落装备	1666	4130113	1	1	1
322334	20级蓝色刺客掉落装备	2000	4140113	1	1	1
322335	20级蓝色刺客掉落装备	2500	4150113	1	1	1
322336	20级蓝色刺客掉落装备	3333	4160113	1	1	1
322337	20级蓝色刺客掉落装备	5000	4170113	1	1	1
322338	20级蓝色刺客掉落装备	10000	4180113	1	1	1
322401	30级紫色战士掉落装备	1250	1110114	1	1	1
322402	30级紫色战士掉落装备	1428	1120114	1	1	1
322403	30级紫色战士掉落装备	1666	1130114	1	1	1
322404	30级紫色战士掉落装备	2000	1140114	1	1	1
322405	30级紫色战士掉落装备	2500	1150114	1	1	1
322406	30级紫色战士掉落装备	3333	1160114	1	1	1
322407	30级紫色战士掉落装备	5000	1170114	1	1	1
322408	30级紫色战士掉落装备	10000	1180114	1	1	1
322411	30级紫色法师掉落装备	1250	2110114	1	1	1
322412	30级紫色法师掉落装备	1428	2120114	1	1	1
322413	30级紫色法师掉落装备	1666	2130114	1	1	1
322414	30级紫色法师掉落装备	2000	2140114	1	1	1
322415	30级紫色法师掉落装备	2500	2150114	1	1	1
322416	30级紫色法师掉落装备	3333	2160114	1	1	1
322417	30级紫色法师掉落装备	5000	2170114	1	1	1
322418	30级紫色法师掉落装备	10000	2180114	1	1	1
322421	30级紫色射手掉落装备	1250	3110114	1	1	1
322422	30级紫色射手掉落装备	1428	3120114	1	1	1
322423	30级紫色射手掉落装备	1666	3130114	1	1	1
322424	30级紫色射手掉落装备	2000	3140114	1	1	1
322425	30级紫色射手掉落装备	2500	3150114	1	1	1
322426	30级紫色射手掉落装备	3333	3160114	1	1	1
322427	30级紫色射手掉落装备	5000	3170114	1	1	1
322428	30级紫色射手掉落装备	10000	3180114	1	1	1
322431	30级紫色刺客掉落装备	1250	4110114	1	1	1
322432	30级紫色刺客掉落装备	1428	4120114	1	1	1
322433	30级紫色刺客掉落装备	1666	4130114	1	1	1
322434	30级紫色刺客掉落装备	2000	4140114	1	1	1
322435	30级紫色刺客掉落装备	2500	4150114	1	1	1
322436	30级紫色刺客掉落装备	3333	4160114	1	1	1
322437	30级紫色刺客掉落装备	5000	4170114	1	1	1
322438	30级紫色刺客掉落装备	10000	4180114	1	1	1
322501	40级紫色战士掉落装备	1250	1110124	1	1	1
322502	40级紫色战士掉落装备	1428	1120124	1	1	1
322503	40级紫色战士掉落装备	1666	1130124	1	1	1
322504	40级紫色战士掉落装备	2000	1140124	1	1	1
322505	40级紫色战士掉落装备	2500	1150124	1	1	1
322506	40级紫色战士掉落装备	3333	1160124	1	1	1
322507	40级紫色战士掉落装备	5000	1170124	1	1	1
322508	40级紫色战士掉落装备	10000	1180124	1	1	1
322511	40级紫色法师掉落装备	1250	2110124	1	1	1
322512	40级紫色法师掉落装备	1428	2120124	1	1	1
322513	40级紫色法师掉落装备	1666	2130124	1	1	1
322514	40级紫色法师掉落装备	2000	2140124	1	1	1
322515	40级紫色法师掉落装备	2500	2150124	1	1	1
322516	40级紫色法师掉落装备	3333	2160124	1	1	1
322517	40级紫色法师掉落装备	5000	2170124	1	1	1
322518	40级紫色法师掉落装备	10000	2180124	1	1	1
322521	40级紫色射手掉落装备	1250	3110124	1	1	1
322522	40级紫色射手掉落装备	1428	3120124	1	1	1
322523	40级紫色射手掉落装备	1666	3130124	1	1	1
322524	40级紫色射手掉落装备	2000	3140124	1	1	1
322525	40级紫色射手掉落装备	2500	3150124	1	1	1
322526	40级紫色射手掉落装备	3333	3160124	1	1	1
322527	40级紫色射手掉落装备	5000	3170124	1	1	1
322528	40级紫色射手掉落装备	10000	3180124	1	1	1
322531	40级紫色刺客掉落装备	1250	4110124	1	1	1
322532	40级紫色刺客掉落装备	1428	4120124	1	1	1
322533	40级紫色刺客掉落装备	1666	4130124	1	1	1
322534	40级紫色刺客掉落装备	2000	4140124	1	1	1
322535	40级紫色刺客掉落装备	2500	4150124	1	1	1
322536	40级紫色刺客掉落装备	3333	4160124	1	1	1
322537	40级紫色刺客掉落装备	5000	4170124	1	1	1
322538	40级紫色刺客掉落装备	10000	4180124	1	1	1
322601	50级紫色战士掉落装备	1250	1110164	1	1	1
322602	50级紫色战士掉落装备	1428	1120164	1	1	1
322603	50级紫色战士掉落装备	1666	1130164	1	1	1
322604	50级紫色战士掉落装备	2000	1140164	1	1	1
322605	50级紫色战士掉落装备	2500	1150164	1	1	1
322606	50级紫色战士掉落装备	3333	1160164	1	1	1
322607	50级紫色战士掉落装备	5000	1170164	1	1	1
322608	50级紫色战士掉落装备	10000	1180164	1	1	1
322611	50级紫色法师掉落装备	1250	2110164	1	1	1
322612	50级紫色法师掉落装备	1428	2120164	1	1	1
322613	50级紫色法师掉落装备	1666	2130164	1	1	1
322614	50级紫色法师掉落装备	2000	2140164	1	1	1
322615	50级紫色法师掉落装备	2500	2150164	1	1	1
322616	50级紫色法师掉落装备	3333	2160164	1	1	1
322617	50级紫色法师掉落装备	5000	2170164	1	1	1
322618	50级紫色法师掉落装备	10000	2180164	1	1	1
322621	50级紫色射手掉落装备	1250	3110164	1	1	1
322622	50级紫色射手掉落装备	1428	3120164	1	1	1
322623	50级紫色射手掉落装备	1666	3130164	1	1	1
322624	50级紫色射手掉落装备	2000	3140164	1	1	1
322625	50级紫色射手掉落装备	2500	3150164	1	1	1
322626	50级紫色射手掉落装备	3333	3160164	1	1	1
322627	50级紫色射手掉落装备	5000	3170164	1	1	1
322628	50级紫色射手掉落装备	10000	3180164	1	1	1
322631	50级紫色刺客掉落装备	1250	4110164	1	1	1
322632	50级紫色刺客掉落装备	1428	4120164	1	1	1
322633	50级紫色刺客掉落装备	1666	4130164	1	1	1
322634	50级紫色刺客掉落装备	2000	4140164	1	1	1
322635	50级紫色刺客掉落装备	2500	4150164	1	1	1
322636	50级紫色刺客掉落装备	3333	4160164	1	1	1
322637	50级紫色刺客掉落装备	5000	4170164	1	1	1
322638	50级紫色刺客掉落装备	10000	4180164	1	1	1
322701	60级紫色战士掉落装备	1250	1110204	1	1	1
322702	60级紫色战士掉落装备	1428	1120204	1	1	1
322703	60级紫色战士掉落装备	1666	1130204	1	1	1
322704	60级紫色战士掉落装备	2000	1140204	1	1	1
322705	60级紫色战士掉落装备	2500	1150204	1	1	1
322706	60级紫色战士掉落装备	3333	1160204	1	1	1
322707	60级紫色战士掉落装备	5000	1170204	1	1	1
322708	60级紫色战士掉落装备	10000	1180204	1	1	1
322711	60级紫色法师掉落装备	1250	2110204	1	1	1
322712	60级紫色法师掉落装备	1428	2120204	1	1	1
322713	60级紫色法师掉落装备	1666	2130204	1	1	1
322714	60级紫色法师掉落装备	2000	2140204	1	1	1
322715	60级紫色法师掉落装备	2500	2150204	1	1	1
322716	60级紫色法师掉落装备	3333	2160204	1	1	1
322717	60级紫色法师掉落装备	5000	2170204	1	1	1
322718	60级紫色法师掉落装备	10000	2180204	1	1	1
322721	60级紫色射手掉落装备	1250	3110204	1	1	1
322722	60级紫色射手掉落装备	1428	3120204	1	1	1
322723	60级紫色射手掉落装备	1666	3130204	1	1	1
322724	60级紫色射手掉落装备	2000	3140204	1	1	1
322725	60级紫色射手掉落装备	2500	3150204	1	1	1
322726	60级紫色射手掉落装备	3333	3160204	1	1	1
322727	60级紫色射手掉落装备	5000	3170204	1	1	1
322728	60级紫色射手掉落装备	10000	3180204	1	1	1
322731	60级紫色刺客掉落装备	1250	4110204	1	1	1
322732	60级紫色刺客掉落装备	1428	4120204	1	1	1
322733	60级紫色刺客掉落装备	1666	4130204	1	1	1
322734	60级紫色刺客掉落装备	2000	4140204	1	1	1
322735	60级紫色刺客掉落装备	2500	4150204	1	1	1
322736	60级紫色刺客掉落装备	3333	4160204	1	1	1
322737	60级紫色刺客掉落装备	5000	4170204	1	1	1
322738	60级紫色刺客掉落装备	10000	4180204	1	1	1
322801	70级紫色战士掉落装备	1250	1110244	1	1	1
322802	70级紫色战士掉落装备	1428	1120244	1	1	1
322803	70级紫色战士掉落装备	1666	1130244	1	1	1
322804	70级紫色战士掉落装备	2000	1140244	1	1	1
322805	70级紫色战士掉落装备	2500	1150244	1	1	1
322806	70级紫色战士掉落装备	3333	1160244	1	1	1
322807	70级紫色战士掉落装备	5000	1170244	1	1	1
322808	70级紫色战士掉落装备	10000	1180244	1	1	1
322811	70级紫色法师掉落装备	1250	2110244	1	1	1
322812	70级紫色法师掉落装备	1428	2120244	1	1	1
322813	70级紫色法师掉落装备	1666	2130244	1	1	1
322814	70级紫色法师掉落装备	2000	2140244	1	1	1
322815	70级紫色法师掉落装备	2500	2150244	1	1	1
322816	70级紫色法师掉落装备	3333	2160244	1	1	1
322817	70级紫色法师掉落装备	5000	2170244	1	1	1
322818	70级紫色法师掉落装备	10000	2180244	1	1	1
322821	70级紫色射手掉落装备	1250	3110244	1	1	1
322822	70级紫色射手掉落装备	1428	3120244	1	1	1
322823	70级紫色射手掉落装备	1666	3130244	1	1	1
322824	70级紫色射手掉落装备	2000	3140244	1	1	1
322825	70级紫色射手掉落装备	2500	3150244	1	1	1
322826	70级紫色射手掉落装备	3333	3160244	1	1	1
322827	70级紫色射手掉落装备	5000	3170244	1	1	1
322828	70级紫色射手掉落装备	10000	3180244	1	1	1
322831	70级紫色刺客掉落装备	1250	4110244	1	1	1
322832	70级紫色刺客掉落装备	1428	4120244	1	1	1
322833	70级紫色刺客掉落装备	1666	4130244	1	1	1
322834	70级紫色刺客掉落装备	2000	4140244	1	1	1
322835	70级紫色刺客掉落装备	2500	4150244	1	1	1
322836	70级紫色刺客掉落装备	3333	4160244	1	1	1
322837	70级紫色刺客掉落装备	5000	4170244	1	1	1
322838	70级紫色刺客掉落装备	10000	4180244	1	1	1
322901	80级紫色战士掉落装备	1250	1110284	1	1	1
322902	80级紫色战士掉落装备	1428	1120284	1	1	1
322903	80级紫色战士掉落装备	1666	1130284	1	1	1
322904	80级紫色战士掉落装备	2000	1140284	1	1	1
322905	80级紫色战士掉落装备	2500	1150284	1	1	1
322906	80级紫色战士掉落装备	3333	1160284	1	1	1
322907	80级紫色战士掉落装备	5000	1170284	1	1	1
322908	80级紫色战士掉落装备	10000	1180284	1	1	1
322911	80级紫色法师掉落装备	1250	2110284	1	1	1
322912	80级紫色法师掉落装备	1428	2120284	1	1	1
322913	80级紫色法师掉落装备	1666	2130284	1	1	1
322914	80级紫色法师掉落装备	2000	2140284	1	1	1
322915	80级紫色法师掉落装备	2500	2150284	1	1	1
322916	80级紫色法师掉落装备	3333	2160284	1	1	1
322917	80级紫色法师掉落装备	5000	2170284	1	1	1
322918	80级紫色法师掉落装备	10000	2180284	1	1	1
322921	80级紫色射手掉落装备	1250	3110284	1	1	1
322922	80级紫色射手掉落装备	1428	3120284	1	1	1
322923	80级紫色射手掉落装备	1666	3130284	1	1	1
322924	80级紫色射手掉落装备	2000	3140284	1	1	1
322925	80级紫色射手掉落装备	2500	3150284	1	1	1
322926	80级紫色射手掉落装备	3333	3160284	1	1	1
322927	80级紫色射手掉落装备	5000	3170284	1	1	1
322928	80级紫色射手掉落装备	10000	3180284	1	1	1
322931	80级紫色刺客掉落装备	1250	4110284	1	1	1
322932	80级紫色刺客掉落装备	1428	4120284	1	1	1
322933	80级紫色刺客掉落装备	1666	4130284	1	1	1
322934	80级紫色刺客掉落装备	2000	4140284	1	1	1
322935	80级紫色刺客掉落装备	2500	4150284	1	1	1
322936	80级紫色刺客掉落装备	3333	4160284	1	1	1
322937	80级紫色刺客掉落装备	5000	4170284	1	1	1
322938	80级紫色刺客掉落装备	10000	4180284	1	1	1
323001	90级紫色战士掉落装备	1250	1110324	1	1	1
323002	90级紫色战士掉落装备	1428	1120324	1	1	1
323003	90级紫色战士掉落装备	1666	1130324	1	1	1
323004	90级紫色战士掉落装备	2000	1140324	1	1	1
323005	90级紫色战士掉落装备	2500	1150324	1	1	1
323006	90级紫色战士掉落装备	3333	1160324	1	1	1
323007	90级紫色战士掉落装备	5000	1170324	1	1	1
323008	90级紫色战士掉落装备	10000	1180324	1	1	1
323011	90级紫色法师掉落装备	1250	2110324	1	1	1
323012	90级紫色法师掉落装备	1428	2120324	1	1	1
323013	90级紫色法师掉落装备	1666	2130324	1	1	1
323014	90级紫色法师掉落装备	2000	2140324	1	1	1
323015	90级紫色法师掉落装备	2500	2150324	1	1	1
323016	90级紫色法师掉落装备	3333	2160324	1	1	1
323017	90级紫色法师掉落装备	5000	2170324	1	1	1
323018	90级紫色法师掉落装备	10000	2180324	1	1	1
323021	90级紫色射手掉落装备	1250	3110324	1	1	1
323022	90级紫色射手掉落装备	1428	3120324	1	1	1
323023	90级紫色射手掉落装备	1666	3130324	1	1	1
323024	90级紫色射手掉落装备	2000	3140324	1	1	1
323025	90级紫色射手掉落装备	2500	3150324	1	1	1
323026	90级紫色射手掉落装备	3333	3160324	1	1	1
323027	90级紫色射手掉落装备	5000	3170324	1	1	1
323028	90级紫色射手掉落装备	10000	3180324	1	1	1
323031	90级紫色刺客掉落装备	1250	4110324	1	1	1
323032	90级紫色刺客掉落装备	1428	4120324	1	1	1
323033	90级紫色刺客掉落装备	1666	4130324	1	1	1
323034	90级紫色刺客掉落装备	2000	4140324	1	1	1
323035	90级紫色刺客掉落装备	2500	4150324	1	1	1
323036	90级紫色刺客掉落装备	3333	4160324	1	1	1
323037	90级紫色刺客掉落装备	5000	4170324	1	1	1
323038	90级紫色刺客掉落装备	10000	4180324	1	1	1
323101	100级紫色战士掉落装备	1250	1110364	1	1	1
323102	100级紫色战士掉落装备	1428	1120364	1	1	1
323103	100级紫色战士掉落装备	1666	1130364	1	1	1
323104	100级紫色战士掉落装备	2000	1140364	1	1	1
323105	100级紫色战士掉落装备	2500	1150364	1	1	1
323106	100级紫色战士掉落装备	3333	1160364	1	1	1
323107	100级紫色战士掉落装备	5000	1170364	1	1	1
323108	100级紫色战士掉落装备	10000	1180364	1	1	1
323111	100级紫色法师掉落装备	1250	2110364	1	1	1
323112	100级紫色法师掉落装备	1428	2120364	1	1	1
323113	100级紫色法师掉落装备	1666	2130364	1	1	1
323114	100级紫色法师掉落装备	2000	2140364	1	1	1
323115	100级紫色法师掉落装备	2500	2150364	1	1	1
323116	100级紫色法师掉落装备	3333	2160364	1	1	1
323117	100级紫色法师掉落装备	5000	2170364	1	1	1
323118	100级紫色法师掉落装备	10000	2180364	1	1	1
323121	100级紫色射手掉落装备	1250	3110364	1	1	1
323122	100级紫色射手掉落装备	1428	3120364	1	1	1
323123	100级紫色射手掉落装备	1666	3130364	1	1	1
323124	100级紫色射手掉落装备	2000	3140364	1	1	1
323125	100级紫色射手掉落装备	2500	3150364	1	1	1
323126	100级紫色射手掉落装备	3333	3160364	1	1	1
323127	100级紫色射手掉落装备	5000	3170364	1	1	1
323128	100级紫色射手掉落装备	10000	3180364	1	1	1
323131	100级紫色刺客掉落装备	1250	4110364	1	1	1
323132	100级紫色刺客掉落装备	1428	4120364	1	1	1
323133	100级紫色刺客掉落装备	1666	4130364	1	1	1
323134	100级紫色刺客掉落装备	2000	4140364	1	1	1
323135	100级紫色刺客掉落装备	2500	4150364	1	1	1
323136	100级紫色刺客掉落装备	3333	4160364	1	1	1
323137	100级紫色刺客掉落装备	5000	4170364	1	1	1
323138	100级紫色刺客掉落装备	10000	4180364	1	1	1
324101	主线任务奖励：1级白色战士武器	10000	1120111	1	1	1
324102	主线任务奖励：1级白色法师武器	10000	2120111	1	1	1
324103	主线任务奖励：1级白色射手武器	10000	3120111	1	1	1
324104	主线任务奖励：1级白色刺客武器	10000	4120111	1	1	1
324105	主线任务奖励：1级白色战士衣服	10000	1130111	1	1	1
324106	主线任务奖励：1级白色法师衣服	10000	2130111	1	1	1
324107	主线任务奖励：1级白色射手衣服	10000	3130111	1	1	1
324108	主线任务奖励：1级白色刺客衣服	10000	4130111	1	1	1
324109	主线任务奖励：1级白色战士头盔	10000	1110111	1	1	1
324110	主线任务奖励：1级白色法师头盔	10000	2110111	1	1	1
324111	主线任务奖励：1级白色射手头盔	10000	3110111	1	1	1
324112	主线任务奖励：1级白色刺客头盔	10000	4110111	1	1	1
324113	主线任务奖励：1级白色战士项链	10000	1140111	1	1	1
324114	主线任务奖励：1级白色法师项链	10000	2140111	1	1	1
324115	主线任务奖励：1级白色射手项链	10000	3140111	1	1	1
324116	主线任务奖励：1级白色刺客项链	10000	4140111	1	1	1
324117	主线任务奖励：1级白色战士腰带	10000	1150111	1	1	1
324118	主线任务奖励：1级白色法师腰带	10000	2150111	1	1	1
324119	主线任务奖励：1级白色射手腰带	10000	3150111	1	1	1
324120	主线任务奖励：1级白色刺客腰带	10000	4150111	1	1	1
324121	主线任务奖励：1级白色战士手镯	10000	1160111	1	1	1
324122	主线任务奖励：1级白色法师手镯	10000	2160111	1	1	1
324123	主线任务奖励：1级白色射手手镯	10000	3160111	1	1	1
324124	主线任务奖励：1级白色刺客手镯	10000	4160111	1	1	1
324125	主线任务奖励：1级白色战士鞋子	10000	1170111	1	1	1
324126	主线任务奖励：1级白色法师鞋子	10000	2170111	1	1	1
324127	主线任务奖励：1级白色射手鞋子	10000	3170111	1	1	1
324128	主线任务奖励：1级白色刺客鞋子	10000	4170111	1	1	1
324129	主线任务奖励：1级白色战士戒指	10000	1180111	1	1	1
324130	主线任务奖励：1级白色法师戒指	10000	2180111	1	1	1
324131	主线任务奖励：1级白色射手戒指	10000	3180111	1	1	1
