ID	Type	Text	Time	Des	Content	Position	Channel
2100026	2	-1	0		成功添加{0}到黑名单	1	0
2100027	2	-1	0		请输入新的分组名称	1	0
2100028	2	-1	0		分组名称非法或过长	1	0
2200001	1	温馨提示,取消,确定	10000		邮件内还有物品未领取，是否直接提取物品并删除邮件？	1	0
2200002	2	-1	0		所有邮件奖励均已领取完毕	1	0
2300001	2	-1	0		帮会名称含有违禁字符，无法执行该操作	1	0
2300002	2	-1	0		请输入帮会名称	1	0
2300003	2	-1	0		帮会宣言含有违禁字符，无法执行该操作	1	0
2300004	2	-1	0		请输入帮会宣言	1	0
2300005	2	-1	0		元宝不足，无法执行该操作	1	0
2300006	2	-1	0		帮会创建成功	1	0
2300007	4	-1	0	创建者名称、创建帮会名称	{0}创建了帮会{1},一股新的江湖势力诞生	1	0
2300008	2	-1	0		申请发送成功	1	0
2300009	2	-1	0		目标帮会人数已满，无法申请	1	0
2300010	2	-1	0		帮会人数已满，无法邀请	1	0
2300011	2	-1	0		帮会人数已满	1	0
2300012	2	-1	0		目标已加入其他帮会	1	0
2300013	2	-1	0	加入帮会的名称	恭喜加入{0}帮会	1	0
2300014	2	-1	0	加入帮会玩家的名称	{0}加入了帮会，大家热烈欢迎	1	0
2300015	1	退出帮会,我再想想,立即退出	0		你确定要抛弃小伙伴退出帮会么？	1	0
2300016	2	-1	0		退出帮会成功	1	0
2300017	2	-1	0	退出帮会成员的职位、名称	很遗憾，{0}{1}退出了帮会	1	0
2300018	1	踢出帮会,我点错了,立即踢出	0	要被踢出的玩家名称	你确定将{0}踢出帮会么？	1	0
2300019	2	-1	0		很遗憾，你被踢出了帮会	1	0
2300020	2	-1	0	被踢出成员的职位、名称	{0}{1}被踢出了帮会	1	0
2300021	2	-1	0	间隔等待的动态时间	操作过于频繁，请等待{0}秒后再试	1	0
2300022	2	-1	0		入会申请发送成功	1	0
2300023	2	-1	0		不能选中自己	1	0
2300024	2	-1	0		请选中一个成员	1	0
2300025	1	解散帮会,取消,确定	0		您确定要解散帮会？\n特别提醒：帮会解散后将无法恢复，请谨慎操作！	1	0
2300026	2	-1	0		您成功解散了帮会	1	0
2300027	2	-1	0		会长已解散了帮会	1	0
2300028	1	转让会长,取消,确定	0	转让目标的名称	您确定要将会长转让给{0}么？\n（温馨提示：会长转让需谨慎，谨防上当受骗）	1	0
2300029	2	-1	0		会长转让成功	1	0
2300030	2	-1	0	原会长的名称、新会长的名称	{0}将会长转让给了{1}，大家恭喜	1	0
2300031	2	-1	0		职位任命成功	1	0
2300032	2	-1	0	变更职位角色名称，原职位名称，新职位名称	{0}帮会职位由{1}变更为{2}	1	0
2300033	2	-1	0	不满足条件的建筑名称，需要建筑达到的等级	需要{0}等级达到{1}级	1	0
2300034	2	-1	0	读取不满足条件的货币名称	{0}不足，无法升级	1	0
2300035	2	-1	0	升级的建筑名称，升级后建筑的等级	经过全体会员的一起努力，帮会[{0}]等级提升至{1}级，望大家继续加油	1	0
2300036	2	-1	0	捐献的货币名称	{0}不足，无法捐献	1	0
2300037	2	-1	0		捐献成功	1	0
2300038	2	-1	0		背包空间不足，无法领取	1	0
2300039	2	-1	0		其他官员已处理了该消息	1	0
2300040	2	-1	0		含有违禁字符，无法执行该操作	1	0
2300041	1	帮会邀请,拒绝,接受邀请	0	邀请人名称，邀请人所在帮会名称	{0}邀请你加入帮会{1}	1	0
2300042	2	-1	0		{0}拒绝了您的帮会邀请	1	0
2400001	1	替换属性,取消,确定	30000		替换属性后新属性将替换现有属性，确定要替换么？	1	0
2400002	2	-1	0	读取可加锁的属性条数	普通重铸最多同时锁{0}条属性	1	0
2400003	2	-1	0	读取可加锁的属性条数	高级重铸最多同时锁{0}条属性	1	0
2500000	2	-1	0		异兽录卡片抽取失败, 配表数据错误	1	0
2500001	2	-1	0		异兽录卡片抽取失败, 传输数据错误	1	0
2500002	2	-1	0		单次抽取异兽录卡片失败, 消耗材料不足	1	0
2500003	2	-1	0		单次抽取异兽录卡片成功, 背包空间不足, 无法领取奖励	1	0
2500004	2	-1	0		连续十次抽异兽录卡片失败, 消耗材料不足	1	0
2500005	2	-1	0		连续十次抽异兽录卡片成功, 背包空间不足, 无法领取奖励	1	0
2500006	2	-1	0		异兽录卡片强化失败, 没有配表数据	1	0
2500007	2	-1	0		异兽录卡片强化失败, 已经到最大级	1	0
2500008	2	-1	0		异兽录卡片强化失败, 没有强化后卡片数据	1	0
2500009	2	-1	0		异兽录卡片强化失败, 玩家没有获取这个卡片	1	0
2500010	2	-1	0		异兽录卡片强化失败, 玩家没有碎片	1	0
2500011	2	-1	0		异兽录卡片强化失败, 玩家拥有的碎片不足	1	0
2500012	2	-1	0		异兽录助战失败, 接收到的方案序号错误	1	0
2500013	2	-1	0		异兽录助战失败, 玩家没有这个卡片	1	0
2500014	2	-1	0		异兽录助战失败, 方案已经存在	1	0
2500015	2	-1	0		异兽录助战取消失败, 卡片数据找不到	1	0
2500016	2	-1	0		异兽录助战取消失败, 接收方案序号错误	1	0
2500100	2	-1	0	0白卡名字	获得<color=#c9c9c930>{0}</color>	1	0
2500101	2	-1	0	0白卡名字，1转化专属碎片数目，2白卡专属碎片名字	获得<color=#c9c9c930>{0}</color>，转化为{1}<color=#c9c9c930>{2}</color>	1	0
2500102	2	-1	0	0白卡名字，1转化通用碎片数目，2白卡通用碎片名字	获得<color=#c9c9c930>{0}</color>，转化为{1}<color=#c9c9c930>{2}</color>	1	0
2500103	2	-1	0	0绿卡名字	获得<color=#50b63c30>{0}</color>	1	0
2500104	2	-1	0	0绿卡名字，1转化专属碎片数目，2绿卡专属碎片名字	获得<color=#50b63c30>{0}</color>，转化为{1}<color=#50b63c30>{2}</color>	1	0
2500105	2	-1	0	0绿卡名字，1转化通用碎片数目，2绿卡通用碎片名字	获得<color=#50b63c30>{0}</color>，转化为{1}<color=#50b63c30>{2}</color>	1	0
2500106	2	-1	0	0蓝卡名字	获得<color=#1c7cff30>{0}</color>	1	0
2500107	2	-1	0	0蓝卡名字，1转化专属碎片数目，2蓝卡专属碎片名字	获得<color=#1c7cff30>{0}</color>，转化为{1}<color=#1c7cff30>{2}</color>	1	0
2500108	2	-1	0	0蓝卡名字，1转化通用碎片数目，2蓝卡通用碎片名字	获得<color=#1c7cff30>{0}</color>，转化为{1}<color=#1c7cff30>{2}</color>	1	0
2500109	2	-1	0	0紫卡名字	获得<color=#b43fff30>{0}</color>	1	0
2500110	4	-1	0	0玩家名字，1紫卡名字	恭喜<color=#b43fff30>{0}</color>获得<color=#b43fff30>{1}</color>	1	0
2500111	2	-1	0	0紫卡名字，1转化专属碎片数目，2紫卡专属碎片名字	获得<color=#b43fff30>{0}</color>，转化为{1}<color=#b43fff30>{2}</color>	1	0
2500112	2	-1	0	0紫卡名字，1转化通用碎片数目，2紫卡通用碎片名字	获得<color=#b43fff30>{0}</color>，转化为{1}<color=#b43fff30>{2}</color>	1	0
2500113	2	-1	0	0橙卡名字	获得<color=#ff780030>{0}</color>	1	0
2500114	4	-1	0	0玩家名字，1橙卡名字	恭喜<color=#ff780030>{0}</color>获得<color=#ff780030>{1}</color>	1	0
2500115	2	-1	0	0橙卡名字，1转化专属碎片数目，2橙卡专属碎片名字	获得<color=#ff780030>{0}</color>，转化为{1}<color=#ff780030>{2}</color>	1	0
2500116	2	-1	0	0橙卡名字，1转化通用碎片数目，2橙卡通用碎片名字	获得<color=#ff780030>{0}</color>，转化为{1}<color=#ff780030>{2}</color>	1	0
2500200	1	通用碎片，否，是	0	【消耗通用碎片强化提示】消耗0白色通用碎片数目，1白色通用碎片	是否消耗{0}个{1}	1	0
2500201	1	材料不足,取消,前往	0	强化材料不足	碎片数量不足，是否前往获取？	1	0
2500202	1	金币不足,取消,前往	0	抽卡钱不够了	金币不足，是否前往充值？	1	0
2600001	2	-1	0		加入帮会后才能切换到帮会模式	1	0
2600002	2	-1	0	模式开启的等级	等级达到{0}级后才能切换到杀戮模式	1	0
2600003	2	-1	0		该场景无法切换PK模式	1	0
2700001	2	-1	0		材料不足，无法打造	1	0
2700002	2	-1	0		银币不足，无法打造	1	0
2700003	2	-1	0		参数错误，无法打造	1	0
2700004	2	-1	0		本职业打造等级不够，打造失败	1	0
2700005	2	-1	0		配置数据错误，打造失败	1	0
2700006	2	-1	0		背包已满，请尽快清理背包	1	0
2800001	2	-1	0		{0}正在被采集，请稍后再试	1	0
2900001	1	温馨提示,我在想想,立即前往	30000		该首领等级过低，您不会获得任何奖励，确定继续前往么？	1	0
2900002	2	-1	0	读取场景进入的最小等级	{0}级才可以前往冒险哦	1	0
2900003	4	-1	0	首领名称，刷出场景	世界首领{0}出现在了{1}，赶紧去击杀他们吧！	1	0
2900004	4	-1	0	首领名称，血量比例	世界首领{0}在天命者的讨伐下，仅剩{1}%血量，继续加油吧！	1	0
2900005	4	-1	0	首领名称，刷出场景，击杀者名称	世界首领{0}在{1}被天命者{2}击杀了，真是屌啊！	1	0
2900006	4	-1	0	首领名称	世界首领{0}由于没及时被击杀，已经逃走了，真是可惜！	1	0
3000001	2	-1	0		目标位置不可到达	1	0
3100001	2	-1	0		{0}级才可开启新的主线剧情，请先尝试做做别的提升等级吧！	1	0
3200001	2	-1	0		每天洗练次数用完，无法洗练	1	0
3200002	2	-1	0		装备等级错误，无法洗练	1	0
3200003	2	-1	0		洗练所需的材料不足，无法洗练	1	0
3200004	2	-1	0		洗练参数错误，洗练失败	1	0
3200005	2	-1	0		洗练参数错误，洗练替换属性失败	1	0
3200006	2	-1	0		装备重铸参数错误，重铸失败	1	0
3200007	2	-1	0		装备等级不够，无法重铸	1	0
3200008	2	-1	0		装备重铸次数已用完，无法重铸	1	0
3200009	2	-1	0		装备数据不存在，装备重铸失败	1	0
3200010	2	-1	0		银币不足，装备重铸失败	1	0
3200011	2	-1	0		元宝不足，装备重铸失败	1	0
3200012	2	-1	0		玩家数据错误，重铸解锁失败	1	0
3200013	2	-1	0		参数错误，重铸解锁失败	1	0
3200014	2	-1	0		玩家数据错误，重铸替换属性失败	1	0
3200015	2	-1	0		材料不足,装备重铸失败	1	0
3200016	2	-1	0		该装备洗炼属性已满	1	0
3200017	2	-1	0		可同时加锁数量已上限	1	0
3300001	2	-1	0		当前活动不在开启时间内	1	0
3300002	2	-1	0		{0}等级暂未达到进入要求，无法开启副本	1	0
3400001	3	-1	0		这是一条活动开启世界公告！这是一条活动开启世界公告！这是一条活动开启世界公告！	1	0
3500001	2	-1	0		该场景无法执行该操作	1	0
3500002	2	-1	0	阵营名称，占领玩家名，水晶名称	{0}方阵营{1}成功占领了{2}	1	0
3500003	2	-1	0		该水晶已被己方阵营占领	1	0
3500004	2	-1	0	倒计时	保护时间内，{0}秒后可重新占领	1	0
3500005	2	-1	0		王旗已刷新，请速度前往占领	1	0
3500006	2	-1	0	阵营名称，占领玩家名，王旗名称	{0}方阵营{1}成功占领了{2}	1	0
3500007	2	-1	0		王旗已被己方阵营占领	1	0
3500008	2	-1	0	倒计时	保护时间内，{0}秒后可重新占领	1	0
3500009	2	-1	0	神符的名称	{0}神符已经刷新，请速度前往夺取	1	0
3500010	2	-1	0	神符的名称，阵营名称	{0}神符已被{1}阵营占领	1	0
3500011	2	-1	0		副本、活动状态下不能执行该匹配	1	0
3500012	1	山海战场,取消,立即匹配	0		是否继续匹配？	1	0
3500016	1	山海战场,取消,接受邀请	30000	邀请玩家的名称	{0}向您发出了“山海战场”邀请，是否接受？	1	0
3500017	2	-1	0		加入失败，目标队伍人数已满	1	0
3500018	2	-1	0		加入失败，目标队伍已开启匹配	1	0
3500019	2	-1	0		加入失败，目标队伍已解散	1	0
3500020	2	-1	0		加入失败，目标队伍已开启游戏	1	0
3500021	2	-1	0	拒绝玩家的名称	{0}拒绝了您的山海战场邀请	1	0
3500022	2	-1	0		积分+{0}	1	0
3600001	2	-1	0		队伍人数超过限制，无法进入	1	0
3600002	2	-1	0		队长才可以进行报名	1	0
3600003	2	-1	0		{0}与队长等级差超过{1}无法匹配	1	0
3600004	2	-1	0		{0}处于报名惩罚，{1}秒后再来	1	0
3600005	2	-1	0		{0}等级不足{1}级,无法匹配	1	0
3600006	2	-1	0		未到开放时间	1	0
3600011	2	-1	0		获得{0}点战功，{1}点金币	1	0
3600012	2	-1	0		{0}给你点了个赞	1	0
